# AIST/GSJ, Geochemical Map of Hot Spring Waters (GRES-DB ONSEN 2020), gbank.gsj.jp/gres-db
# source:    https://gbank.gsj.jp/gres-db/download/onsen/GSJ_DB_GRES-DB_ONSEN_2020.zip
# sha256:    09ceca4ebf6a4ba366c6093845f190b95e2fd3a2ad7c7d97f0ac074bc4a68cab
# licence:   政府標準利用規約 第2.0版 (CC BY 4.0 compatible), attribution required
# generated: scripts/fetch-aist.mjs -- do not edit by hand
#
# Positions are the AREA CENTROID of the polygon each row publishes. Every
# cell in this file is 187-191 m across, which is a publisher privacy
# choice rather than GPS scatter. The centroid is a distance key only: it
# must never be written to a record location or used to mint a pin.
ser	onsenName	sourceName	prefecture	lat	lng	measuredAt	celsius	unit	ph	tds	sodium	calcium	magnesium	iron	chloride	sulfate	bicarbonate	silica
5861	鬼岩温泉	梅の湯	岐阜県	35.41073446570044	137.19521915347505	1967	17.4	mg/kg	8.3	107.2	37.06	6.03	0.189		5.836		81.28	
5862	鬼岩温泉		岐阜県	35.41086670622143	137.19493436900584	1969	17.3	mg/kg	8.4	122.2	37.06	7.824			5.095	2.303	81.83	
5863	釜戸鉱泉	鳩之湯	岐阜県	35.409782636178576	137.30471776234143	1955	20	mg/kg	7.2	203.3	16.77	25.73	3.539		23.28	7.489	83.2	
5864	(各務原市)		岐阜県	35.404169616120164	136.93362179883758	1959	15.8	mg/kg	6.55	42.8	7.112	1.254	0.507		13.63	2.002	32.3	
5865	(各務原市)		岐阜県	35.404169528053394	136.9336207417762	1959	15.8	mg/kg	6.65	48.78	3.506	2.926	0.761		17.58	5.005	21.92	
5866	(瑞浪市)		岐阜県	35.40333642680512	137.29223541692966	1960	21	mg/kg	6.8	127.6	21.04	14.03	1.033		21.45	3.055	35.67	
5867	(瑞浪市)		岐阜県	35.40166708125786	137.28444500198665	1962	19	mg/kg	7.2	145.8	26.84	17.18	1.3		39.33	5.326	52.2	
5868	(瑞浪市)	KK中京ホテル泉源A	岐阜県	35.400836795793495	137.27140386953917	1965	16.6	mg/kg	7	194.8	10.77	38.44	1.697		2.799	24.52	99.81	
5869	(瑞浪市)	KK中京ホテル泉源B	岐阜県	35.400830175823025	137.27137772857864	1965	17.6	mg/kg	7.1	175.3	10.52	33.51	1.303		2.275	18.75	94.58	
5870	白狐温泉		岐阜県	35.400077399141104	137.28278681225703	1955	25	mg/kg	7.4	490.5	75.62	38.02	4.458		186.3		2.319	
5871	新白孤温泉		岐阜県	35.39884017104315	137.28264278095406	1964	20.1	mg/kg	7.2	424.6	96.14	47.05	1.098		171.5	2.966	90.29	
5872	阿木温泉		岐阜県	35.39525522710871	137.46001736128193	1964	20.6	mg/kg	9.4	210.8	80.12	1.732	0.359		26.49	3.874	97.02	
5873	桜堂温泉		岐阜県	35.38444227816752	137.27360491921857	1965	22.6	mg/kg	7.4	1060	265.3	99.84	1.304		563.1	0.411	41.52	
5874	薬師湯		岐阜県	35.38028061491778	137.26889836620686	1970	18	mg/kg	8.8	803.9	270.5	27.15	0.651		440.8	0.601	30.83	
5875	瑞浪高原温泉	1号泉	岐阜県	35.37777594868573	137.29832494293214	1961	19.5	mg/kg	5.1	70.2	4.131	4.25	1.032		4.397	57.72	13.79	
5876	(可児市)		岐阜県	35.37633968949492	137.1041609696255	1966	19	mg/kg	5.5	57.59	1.75	0.31	0.44		1.46	5.556	53.63	
5877	明世温泉	2号泉	岐阜県	35.37250005569139	137.22944325022453	1965	15.7	mg/kg	7.5	221.8	49.07	20.43	1.566		47.46	5.873	95.3	
5878	明世温泉		岐阜県	35.37250136152183	137.22944935834764	1964	15.8	mg/kg	7.7	197	31.3	33	1.13		33.51	10.1	110.2	
5879	土岐ウラン温泉		岐阜県	35.36916941179939	137.20723127750048	1964	18	mg/kg	7.9	131.2	14.03	18.13	1.113		4.372	7.873	77	
5880	(瑞浪市)	柴田泉源	岐阜県	35.33999710050287	137.27748851129883	1968	23.3	mg/kg	9.1	133.2	50.58	1.215	0.288		0.992	2.629	104.9	
5881	山神鉱泉		岐阜県	35.32647545913094	137.20433065952406	1955	22	mg/kg	7.6	218.2	41.43	2.304	1.223		17.91	4.938	47.9	
5882	(土岐市)		岐阜県	35.318333587698504	137.214724237571	1965	16.8	mg/kg	9	109.2	39.57	3.981	0.327		1.893	9.79	49.66	
5883	曽木温泉		岐阜県	35.295608849848264	137.26318501967066	1967	27.6	mg/kg	9.2	111.2	33.06	0.916	0.05		1.866	2.937	66.76	
5884	美濃東山温泉		岐阜県	35.29546395383261	137.19838395244955	1969	16.5	mg/kg	8.2	98.16	18.03	12.24	0.521		1.062	4.888	70.17	
5885	(養老町)		岐阜県	35.2891661967022	136.5758299894007	1960	15	mg/kg	6.8	75.63	13.1	7.086	3.541		5.76	12.98	62.18	
5886	柿野鉱泉	鹿之湯	岐阜県	35.274687234007324	137.22342170495466	1953	21.5	mg/kg	8.2	206	41.18	6.772	2.943		15.08	69.41	34.35	
5887	千本松原温泉		岐阜県	35.17683519499538	136.6602342482565	1967	48.8	mg/kg	7.2	7472	1873	576.2	90.88		4213		22.86	
5888	久美浜島替温泉	丹後久美浜温泉	京都府	35.598372904306714	134.8835886422989	1980	39.2	mg/kg	7.99	410	162.2	5.2	2.1		17.5	4.4	388.4	
5889	久美浜カンツリー温泉	久美浜カンツリー温泉・1号	京都府	35.63583378031327	134.88861346442187	1980	42.2	mg/kg	7.89	2400	406.4	258	4.2		819.6	487.4	60	
5890	神野温泉		京都府	35.63835875848083	134.9290130855764	1973	41.2	mg/kg	7.6	2023	455	88.59	82.95		571.4	720	3.539	
5891	丹後鹿野温泉	久美浜鹿野温泉	京都府	35.64111002364773	134.9347179916924	1980	39.5	mg/kg	8.36	1534	406.7	160.6	0.2		453.8	581.6	20.6	
5892	平田温泉		京都府	35.632497972345696	134.94082438908117	1979	42.4	mg/kg	8.5	350	55	20.2	0.1		34.6	162.5	22.4	
5893	久美浜温泉	新源泉	京都府	35.64055741196757	134.93861536986998	1971	54	mg/kg	7.8	4298	704.2	765.4			1961	481.8	16.25	
5894	久美浜温泉	旧源泉	京都府	35.640557182568	134.94417040550556	1952	31.5	mg/kg	7.8	4325	453.69	923.4	51.05		1987	534.9	226.9	
5895	浜詰夕日ヶ浦温泉		京都府	35.65885509494761	134.96482508443546	1977	40.3	mg/kg	8.9	261	88.7	5			32.9	108.3	40.9	
5896	上野温泉		京都府	35.653997379490505	134.9680862196105	1978	39	mg/kg	8.4	260	96.1		6.3		39.5	68.9	102.5	
5897	木津温泉	新源泉	京都府	35.65055506857159	134.9736071000625	1977	40.2	mg/kg	8.47	664	172.7	32.7	0.1		79.5	312.2	38.7	
5898	木津温泉	公共浴場源泉	京都府	35.65028175282212	134.97445811311613	1978	36.1	mg/kg	7.9	403	128.5	13.6	1		62.6	126.4	104.3	
5899	木津温泉	木津館源泉	京都府	35.6505567663844	134.97416894244293	1978	29.2	mg/kg	7.78	448	110.1	14.7	0.3		57.9	107.6	92.1	
5900	木津温泉	蛭子屋源泉	京都府	35.64999871190624	134.9738838843094	1951	31.5	mg/kg	7.4	621.9	146.3	29.7	3.495		62.68	267.5	56.57	
5901	木津温泉	金平楼源泉	京都府	35.650833686151344	134.97389026864627	1951	33.5	mg/kg	7.4	728.45	154.8	45.71	6.116		63.43	288.1	113.2	
5902	久美浜温泉	高温泉源	京都府	35.640832463518166	134.94444173345542	2002	51.2	mg/kg		5386	785.5	862.3	1.1		2307	871.9	0.7	
5903	久美浜温泉	低温泉源	京都府	35.640834627780976	134.94444990323004	2002	32	mg/kg		2247	412	279	6.6		973.6	274.4	85.4	
5904	蛇ヶ原鉱泉		兵庫県	35.58319772317621	134.81910522882865	1954	18	mg/kg		1750.6	651.9	20.72	7.43		864.5	167.2	166.2	
5905	(豊岡市)	日和山2号	兵庫県	35.65636799954233	134.8227441971039	1970	23.3	mg/kg		9624	2120	1223	155.9		5421	563.7	100.2	
5906	(豊岡市)		兵庫県	35.651018008130016	134.82801530225925		11	mg/kg		9967	3316	381.9	185.5		3439	303.1	4434	
5907	(赤穂市)	(御崎西福浦山)	兵庫県	34.72944105660686	134.41109980320385		21	mg/kg		2443	112.2	673.2	24.32		1349	79.01	56.17	
5908	御崎温泉	美咲浜	兵庫県	34.726942800911544	134.40693986343285	1955	19.5	mg/kg		316.5	82.04	7.072	5.177		95.73	12.43	95.52	
5909	周世高雄山温泉	神護寺温泉	兵庫県	34.80567309241547	134.40203022635245	1956	15	mg/kg		104.4	8.6	4.643	0.218		8.51	9.465	18.73	
5910	生野温泉	生野高原	兵庫県	35.16110723855371	134.76609563392236	1968	12.5	mg/kg		129	11.27	4.212	2.921		7.376	0.165	115.6	
5911	(朝来市)	(山東町柴日向山)	兵庫県	35.30361269276763	134.93611723289388	1971	12.8	mg/kg		187	5.379	22.44	6.812		8.958	2.058	168.8	
5912	御津		兵庫県	34.78416511124876	134.55832496528993	1966	16.5	mg/kg		7610	1585	250	278.7		3157	6.925	209.2	
5913	社温泉	宮の下	兵庫県	34.92110796265074	134.98887716454095	1967	20.5	mg/kg		13632	1923	2012	144.6		7075	6.13	61.02	
5914	中村温泉		兵庫県	34.948204485714584	134.71376038597865	1955	15	mg/kg		1409.2	477.6	48.53	3.888		498.2	13.63	609.3	
5915	(香美町)	アガシ湯	兵庫県	35.640000497534174	134.566667878163	1968	26.5	mg/kg		122.8	24.84	3.01	0.365		13.27	20.95	29.35	
5916	城崎温泉		兵庫県	35.62416713133073	134.813057252593	1951	50	mg/kg			1085	199.5	7.76		2425.3	269.5	60.06	
5917	城崎温泉	B-3号泉	兵庫県	35.62527835917116	134.8055572141264		67	mg/kg		5659.9	1384	660.3	3.866		3182		288.1	
5918	城崎温泉	鴻の湯源泉	兵庫県	35.62638959624093	134.8044472376538	1950	54.5	mg/kg		3.942	1090	107.9	0.7		2196.8	82.2		
5919	城崎温泉	中学校泉源13-9号	兵庫県	35.62777449705806	134.80359694033015	1957	72	mg/kg		5689.4	135.1	641.2	3.276		3051	282.7	2.894	
5920	城崎温泉	地蔵湯No.4号	兵庫県	35.626390831420835	134.81000767728077	1957	46	mg/kg		2599.1	727	316.1	2.141		1613	136.4	10.73	
5921	城崎温泉		兵庫県	35.62667242644101	134.81085310665924	1957	30.5	mg/kg		2341.4	656.3	267	0.944		1408	114.4	0.525	
5922	城崎温泉	一の湯3号	兵庫県	35.62583444212309	134.80917171604526	1957	51	mg/kg		4024.5	1006	437.6	2.84		2241	201.2	4.662	
5923	城崎温泉	ゆとうや泉源	兵庫県	35.62555736908692	134.80917302399212	1957	56.5	mg/kg		4428.7	1089	494.2	3.536		2431	168.7	36.1	
5924	城崎温泉	13号泉	兵庫県	35.628329363837196	134.8155426210853	1964	48	mg/kg		271	38.49	26.66	1.289		49.99		163.2	
5925	(豊岡市)	(湯島857)	兵庫県	35.62833334156028	134.81555775474874	1972	72.5	mg/kg		5636	1436	588.5	5.037		3013	281	52.31	
5926	城崎温泉	古さん	兵庫県	35.62499645838054	134.8060977828714	1952	44.5	mg/kg			967.123	309.726	5.951		2108	206.983	66.44	
5927	(佐用町)	(佐用町円光寺)	兵庫県	34.967675803020626	134.33699531551324	1959	22.5	mg/kg			714.7	393.2	0.459		1773	3.045	52.13	
5928	(夢前町)	(塩田中内)	兵庫県	34.945832477011024	134.68666456069198	1969	17.2	mg/kg		200	13.49	30.43	2.065		9.385	6.585	114.7	
5929	塩田新温泉		兵庫県	34.943613293390634	134.68500862413578	1955	15.5	mg/kg		5243	567.5	1219	102.7		1191		3889	
5930	塩田温泉		兵庫県	34.945561612656526	134.6907884578489	1951	16	mg/kg		5496.4	1571.784	190.146	64.108		1188.6		1888.56	
5931	萩野温泉		兵庫県	35.11250017045182	134.62722208980452	1956	18	mg/kg		59.1	3.357	4.211	0.43		5.319	3.539	3.425	
5932	生谷温泉		兵庫県	35.01544938532571	134.5422804188588	1952	10.5	mg/kg			435.447	88.859	8.169		2251.71	21.4	333.208	
5933	湯村温泉	荒湯	兵庫県	35.554441421903476	134.4880475404288	1955	95.3	mg/kg		851.2	296.479	37.496	20.639	0.325	152.47	139.316	549	115.78
5934	湯村温泉	元湯	兵庫県	35.55499953579764	134.48833283082368	1955	91.5	mg/kg		1055	89.97	41.066	2.012	0.32	152.48	124.9	549	105.009
5935	湯村温泉	観光ホテル	兵庫県	35.55472344729181	134.4880626047184	1968	95.1	mg/kg		959.1	262.6	16.42	0.941	0.106	160.8	202.3	282.7	112.057
5936	湯村温泉	いづつや	兵庫県	35.55472228459143	134.488058256009	1955	94.3	mg/kg		1112	216.097	30.354	9.282	0.325	132.97	100.88	375.87	140.013
5937	湯村温泉	いづつや6号	兵庫県	35.55472211219049	134.48805624276238	1958	93.3	mg/kg		1095	274.3	15.1	1.643	0.103	152.9	178.2	340	117.703
5938	湯村温泉	とみや別館	兵庫県	35.554443157743016	134.48832967255595	1958	70	mg/kg		1080	263.2	17.14	2.446	0.151	155.7	170.9	327.1	122.626
5939	湯村温泉	とみや	兵庫県	35.554443728702545	134.4883321753002	1955	72	mg/kg		1234	261.396	30.354	16.926	3.2	145.39	110.49	509.8	88.854
5940	湯村温泉	みよしや	兵庫県	35.55416688186567	134.48888805349407	1955	57	mg/kg		1562	114.9	39.281	25.116	0.12	70.92	100.88	324.189	108.471
5941	湯村温泉	橋本屋	兵庫県	35.555553331846106	134.48804582497792	1958	71	mg/kg		910	248.1	15.39	1.654	0.076	137.6	168	300	111.702
5942	湯村温泉	岡田	兵庫県	35.55472577080618	134.48834685040208	1955	52	mg/kg			177.032	44.995	9.391	0.45	106.38	96.08	369.95	143.244
5943	湯村温泉	八田屋	兵庫県	35.55499775758723	134.48971287237555	1958	76.5	mg/kg		978	240.7	15.04	2.154	0.054	134.9	168	284.2	121.319
5944	湯村温泉	一富士旅館	兵庫県	35.55500084806206	134.48944704732713	1958	77.7	mg/kg		977	243	15.26	2.261	0.112	141	168.2	293.3	117.318
5945	湯村温泉	高山屋	兵庫県	35.55500210773398	134.49000737072905	1962	60.3	mg/kg		800	196.4	24.26	2.687	0.209	116	154.9	230.1	123.473
5946	湯村温泉	伯雲荘	兵庫県	35.55416347220293	134.48970884785385	1964	68.6	mg/kg			255.5	17.11	0.878	0.092	145	177.4	293.7	113.241
5947	湯村温泉	銀扇	兵庫県	35.55361163751652	134.49028063440892	1963	46	mg/kg		355.5	69.37	12.69	5.215	0.137	53.857	58.04	103.2	41.127
5948	湯村温泉	富士鉄	兵庫県	35.55500011659785	134.48861107800593	1964	78	mg/kg		938.4	222.9	4.623	0.727	0.191	133.7	169	210.7	108.657
5949	湯村温泉	河越	兵庫県	35.55555956741804	134.48806950470612	1968	77	mg/kg		915.6	256.8	19.32	1.175	0.188	134.1	179.3	296.7	101.397
5950	湯村温泉	とちせん	兵庫県	35.55444329810561	134.4880531693336	1968	86	mg/kg		991.1	278.4	15.19	0.894	0.133	153.6	188.3	297.5	88.018
5951	湯村温泉	ぎおん	兵庫県	35.555275166954345	134.48860090387237	1968	80.5	mg/kg		959	267	17.42	1.047	0.153	147	187.8	305.2	106.076
5952	湯村温泉	木村	兵庫県	35.55389054766681	134.48806211341056	1968	85.5	mg/kg		860.1	245.3	13.6	0.724	0.207	142	160	230.2	106.153
5953	(温泉町)		兵庫県	35.54527892913814	134.4997246949854	1973	32	mg/kg		244	67.47	8.366	1.353	0.08	13.03	26.38	160.2	12.94
5954	七釜温泉	1号	兵庫県	35.61028045958612	134.47806531228676	1962	46.5	mg/kg		1601.2	106.5	178.2	23.8	1.008	111.7	821.3	89.16	36.901
5955	七釜温泉	2号	兵庫県	35.60974717998908	134.48026335156283	1966	47	mg/kg		1850	34.04	306.1	40.22	0.8	81.84	775.4	109.5	48.274
5956	七釜温泉	3号	兵庫県	35.61027561839218	134.47804608842247	1961	31	mg/kg		1571	282.9	131.6	21.48	1.679	103	805.4	158.8	28.503
5957	二日市温泉		兵庫県	35.61524901708061	134.47564944058567	1964	43.5	mg/kg		2936	460.8	469.2	11.54	2.448	133	1718	172.3	18.9
5958	小代温泉	1号	兵庫県	35.45292954928685	134.53501158029218	1961	26	mg/kg		291.9	47.8	30.95	0.437	2.448	30.49	35.8	131.5	14.201
5959	小代温泉	2号	兵庫県	35.45326362298411	134.53486870974402		29.5	mg/kg		783.3	167.3	49.72	0.786	3.287	76.23	70.66	412	73.907
5960	(香美町)	(村岡)	兵庫県	35.47605323593584	134.587220397165	1973	28	mg/kg		415	145.1	0.335	0.235	0.288	16.6	0.708	335.9	15.666
5961	(香美町)	(大笹)	兵庫県	35.405559030986055	134.56167824009484	1973	27.3	mg/kg		350	168.8	1.447	0.611	0.058	9.567	3.862		81.118
5962	白雲谷温泉	白雲谷温泉ゆぴか	兵庫県	34.82082592493352	134.92554214245877		26	mg/kg		10240	1780	2010	3.88		6020	1.94	99	12
5963	よい温泉		兵庫県	35.05556662514598	134.56677497382196	1988		mg/kg	7.12	884	299	22.4	1.21		385	0.61	177	22.5
5964	湯村温泉	薬師湯	兵庫県	35.555001827243444	134.4883399718971	1989	97.4	mg/kg	7.43		273	13	3		154	180	277	13.5
5965	ハチ北温泉		兵庫県	35.40551914923232	134.5617892560669	2002	26.9	mg/kg	8.98	397.2	138	1.6	9.08		4.83	2.34	325	0.57
5966	湯の瀬温泉		岡山県	34.91441830068907	133.79025827123928	1960	27.4	mg/kg	9.2		48.322	3.146			30.138	14.977	45.873	
5967	弥高山温泉		岡山県	34.73444345986289	133.39749814222768	1960	12.5	mg/kg	3.6		21.124	232.706	14.246		7.801	3336.987		
5968	新本温泉		岡山県	34.667702131178686	133.6290926440049	1960	18	mg/kg	9.3		49.98	12.579	1.485		14.359	2.958	24.083	
5969	井山温泉		岡山県	34.69577537070756	133.7352157480297	1961	8.5	mg/kg	7.1		20.602	18.296	2.045		19.88	28.311	40.925	
5970	朝原温泉		岡山県	34.63111149183994	133.76138899853888	1961	16.6	mg/kg	6.3		6.945	14	2.272		16.656	20.577	12.588	
5971	小津黒温泉		岡山県	35.26462557532924	133.79049311795745	1961	24.2	mg/kg	8.8		16.998	4.304			8.52	16.34	17.554	
5972	総社温泉		岡山県	34.69572593856288	133.7331860186589	1962	16.2	mg/kg	8.1		26.815	18.725	1.835		24.85	19.789	53.122	
5973	(奥津町)	奥津荘鍵湯	岡山県	35.2231732281576	133.92037994684912	1962	43.5	mg/kg	9.2		26.536	4.717			10.65	21.562	33.364	
5974	(奥津町)	東和楼岩風呂	岡山県	35.2236684924422	133.92028961202422	1962	42.6	mg/kg	9.2		26.657	6.146			12.07	24.179	33.364	
5975	足守温泉		岡山県	34.75578583104297	133.799145489777	1962	21.3	mg/kg	9.2		52.435	2.4			52.884	13.996	41.584	
5976	小町温泉		岡山県	34.58971852536427	133.78220769277692	1962	15.4	mg/kg	6.2		8.68	2.805			6.814	7.156	12.588	
5977	川西温泉		岡山県	35.222777301961955	133.919163836119	1962	34.8	mg/kg	8.6		20.004	7.34			12.172	19.914	27.482	
5978	般若寺温泉		岡山県	35.213645799476694	133.91385675928595	1962	38.2	mg/kg	9.2		21.88	6.647			8.928	14.155	33.364	
5979	奥津温泉		岡山県	35.22332991402792	133.92054353830522	1962	39.1	mg/kg	9.1		23.038	6.004			13.941	11.11	34.145	
5980	林野温泉		岡山県	35.01305199800709	134.15026247390497	1975	17.6	mg/kg	8.5		56.08	8.423	0.661		48.12	4.006	81.15	
5981	津黒高原温泉	第2号	岡山県	35.260280592878246	133.794730993644	1975	30.3	mg/kg	9		26.05	1.828	0.015		11.68	15.73	27.3	
5982	千屋温泉		岡山県	35.14767996286054	133.43904550314005	1975	28.3	mg/kg	9		22.5	3.9	0.136		17.89		32.03	
5983	(奥津町)	荒神湯	岡山県	35.22194561174703	133.91861749714832	1976	27.5	mg/kg	9		35.056	3.208			11.378	10.016	63.542	
5984	かしお温泉		岡山県	34.755458000584326	133.79966496923234	1977	20	mg/kg	9.2		85.119	2.804			42.66	20.028	76.357	
5985	佐良山温泉		岡山県	35.04435278785428	133.97191568528507	1977	17.9	mg/kg	9		110.132	1.602			49.046	0.501	174.902	
5986	野谷温泉		岡山県	34.74110667042451	133.89053852378316	1977	15.7	mg/kg	8.6		64.906	6.009			25.598		116.758	
5987	矢掛ラジウム温泉		岡山県	34.62388884813844	133.54388819614647	1978	15.7	mg/kg	8.8		69.103	4.006			23.435	32.048	101.204	
5988	柵原温泉		岡山県	34.9477776868192	134.0666660935711	1978	28.1	mg/kg	7.8		106.116	13.215	1.702		60.467	75.082	101.372	
5989	日淳温泉		岡山県	34.789166653986506	134.0966656447513	1979	16.6	mg/kg		160	32.5	19.6	2.7		11.14	13	120.9	
5990	奥津温泉	酒屋の湯	岡山県	35.22250091440656	133.9194464715724	1980	32.4	mg/kg		120	32	3.2	0.7		10.7	30	50.6	
5991	大井温泉		岡山県	34.735000388632805	133.8002798243753	1981	14	mg/kg		220	19.5	39.2	7.8		15.6	35	140.3	
5992	大釣荘温泉		岡山県	35.213506226956866	133.91533909910999	1982	37.1	mg/kg		130	36	2	0.2		9.9	13	59.8	
5993	(湯原町)	向湯原第2泉	岡山県	35.196392851435625	133.73195930664843	1982	36.6	mg/kg		140	39	4			28.4	3.5	58	
5994	小森温泉		岡山県	34.915860463022334	133.80271584277295	1973	26.1	mg/kg		200	74.7	2			34.1	1.5	87.2	
5995	新八幡温泉	新八幡温泉(1)	岡山県	34.86277570116485	133.90471444413888	1983	29.1	mg/kg		250	87.4	9.6	0.2		95.8	5	75	
5996	新八幡温泉	新八幡温泉(2)	岡山県	34.86332954591631	133.90359703593717	1983	27.1	mg/kg		340	87.4	10.4	0.3		95.8	5	78.1	
5997	鬼ヶ嶽温泉		岡山県	34.70159134748349	133.594469674008	1985	18.5	mg/kg		150	41.8	4	0.9		11.4	2	81.1	
5998	倉見温泉	薬師之湯	岡山県	35.257773829102604	134.0466498168468	1986	13.4	mg/kg		50	5.2	5.8	0.4		5.1	2.8	24.4	
5999	加茂川温泉		岡山県	34.91444312371139	133.78971911045358	1986	15.4	mg/kg		180	42	5.9	2.4		9.9	0.3	97.6	
6000	二上温泉		岡山県	34.98301311624289	133.92648911066027	1986	20.2	mg/kg		130	41.3	0.7	0.1		7.1	8.2	81	
6001	医王寺温泉	薬師之湯	岡山県	34.66277979144773	133.5827841475319	1987	14.5	mg/kg		200	44.8	15	5.4		13.1	9	139	
6002	大中山温泉		岡山県	34.77555598777741	134.1758332548429	1987	19	mg/kg		150	24.2	18.5	0.6		6	12	96.4	
6003	(岡山市)	(岡山市上中野)	岡山県	34.64472086699264	133.90138520090662	1987	19.2	mg/kg		4760	765	515.6	86		2327	181	54.9	
6004	湯郷鷺温泉	第1泉源	岡山県	34.99275850619466	134.134597597091	1987	40	mg/kg		1900	408	228.6	0.1		1047	14.8	26.2	
6005	湯郷鷺温泉	第3泉源	岡山県	34.99279259464463	134.13456345757336	1987	40.2	mg/kg		2120	449	302.8	0.1		1225	12.8	24.4	
6006	蒜山高原温泉		岡山県	35.2996007166116	133.73157493704747	1987	17.3	mg/kg		240	32.4	20.5	8		5.7	6.6	162	
6007	(真庭市)	湯ノ向ボーリング泉	岡山県	35.205555395384586	133.73166375023914	1987	28.8	mg/kg		150	27	0.1	4.3		8.4	5.3	64.2	
6008	(井原市)	(井原市高屋町)	岡山県	34.57833755477438	133.42335117103246	1987	19.2	mg/kg		230	54.5	14	2.7		48	11.6	62.8	
6009	粟井温泉	2号泉	岡山県	34.75574013215215	133.79920587204296	1987	20.2	mg/kg		220	67.6	5	0.4		44.3	9.9	42.7	
6010	高屋温泉		岡山県	34.57888910016576	133.4238888607524	1987	18	mg/kg		290	31.7	30.6	8.3		24.9	35.3	134.2	
6011	奥津温泉	奥津温泉ホテル温泉	岡山県	35.22361293460138	133.9205636696935	1988	40.5	mg/kg		120	30.5	5.3	0.1		7	8.6	35.4	
6012	真肌温泉	第2号泉	岡山県	34.58687618979181	133.97687296014143	1988	5.7	mg/kg		80	8.4	3.1	1.1		3.9	23	9.8	
6013	鴨方温泉	大歳の湯	岡山県	34.55861248459178	133.58639374414994	1988	20.8	mg/kg		200	32.2	3.1	1.1		11	13.5	5.76	
6014	ほくぼう温泉		岡山県	34.907780404851025	133.62834176745002	1988	13.8	mg/kg		100	8.3	8.4	0.8		1.4	16.5	32.9	
6015	中祥温泉		岡山県	34.622500571283275	133.81778034437679	1988	12.2	mg/kg		120	11	8.5	3.7		10.3	15.3	33.6	
6016	龍徳山温泉		岡山県	34.83222748525612	134.13512899025707	1988	22	mg/kg		190	50.5	3.3	0.3		15.3	8.6	97.8	
6017	西方寺温泉		岡山県	34.57389071758538	133.9770679861248	1988	14.7	mg/kg		120	19.1	12.4	2.3		19.5	23	54.9	
6018	百々温泉		岡山県	35.173481126792446	134.0386256237073	1988	21.2	mg/kg		90	23.9	6.8	0.1		5	9.9	42.7	
6019	稲荷山温泉		岡山県	34.705571008857554	133.832178266623	1988	14.7	mg/kg		120	19.8	26.3	2.7		26.6	7.4	82.3	
6020	日淳温泉		岡山県	34.78916797211678	134.09667133204036	1988	17.5	mg/kg		180	26.6	20.3	1.1		7.8	4.9	120.2	
6021	白菊温泉		岡山県	34.77277688670641	133.54916215854254	1988	16.6	mg/kg		240	36.8	25.5	2.8		7.1	10.3	170.01	
6022	新本温泉		岡山県	34.66778216540005	133.62901922129487	1988	16	mg/kg		130	50.8	2	0.1		16.3	8.2	36.5	
6023	稲荷山温泉	第二泉源	岡山県	34.705656398888394	133.8317468225155	1988	19.2	mg/kg		260	18.8	27.3	2.5		7.5	8.1	122	
6024	大福温泉		岡山県	34.62305749574452	133.87583865551753	1988	28	mg/kg		20340	4530	1800	506		11200	704	299	
6025	下湯原温泉		岡山県	35.18652604310243	133.7352336642443	1989	38.4	mg/kg		230	64.4	0.3	0.1		42.6	23	39.7	
6026	郷緑温泉	No.1	岡山県	35.17902196454143	133.71641118786138	1989	34.2	mg/kg		120	31.3	0.5	0.2		8.9	29.3	6.1	
6027	真賀温泉		岡山県	35.13748781470438	133.71584482331073	1989	39.2	mg/kg		130	36.8	0.1	0.1		16.7	17.3		
6028	瀬戸大橋温泉		岡山県	34.64193922017975	133.83248134229703	1989	30	mg/kg		1180	384.5	56.6	0.3		682	8.2	24.4	
6029	長船温泉		岡山県	34.7251307992567	134.10429183540657	1989	24.6	mg/kg		1160	284.5	110.3	0.2		646.7	10.8	12.2	
6030	都温泉		岡山県	34.88638898299477	133.9033331135156	1989	17.1	mg/kg		130	12	18.6	1.1		4.3	19.3	58.6	
6031	(真庭市)	(中和村吉田)	岡山県	35.277501225485736	133.78806152107475	1989	27.3	mg/kg		160	38	6.3	0.2		10	3.3	86.1	
6032	瀬戸由加温泉		岡山県	34.50166382251184	133.84832138779547	1989	17.9	mg/kg		190	20	12.9	2.5		9.9	13.2	94.6	
6033	いなり光温泉		岡山県	34.70527550813928	133.8322119878835	1989	16.3	mg/kg		220	27.6	25.2	3.2		32.7	18.3	85.4	
6034	男山温泉		岡山県	35.10360904519075	133.9333261651651	1989	15.7	mg/kg		790	220	0.6	0.3		13.1	55.2	408.8	
6035	吉川温泉	吉川温泉1	岡山県	34.812498442606	133.73666042133522	1990	18.4	mg/kg		140	43.5	0.9			12.1	1.8	67.7	
6036	吉川温泉	吉川温泉2	岡山県	34.81249686388242	133.73665421229373	1990	18.8	mg/kg		140	43.8	0.9			12.1	2	68.3	
6037	夢二温泉		岡山県	34.697222456542086	134.0222238392172	1990	26.6	mg/kg		210	71.5	0.6			32	2	46.4	
6038	湯免温泉		岡山県	34.88765123619499	134.0585059138817	1990	17.3	mg/kg		170	43	13.2			14.9	15.5	87.8	
6039	(岡山市)	ロイヤルリゾート開発セトウチ	岡山県	34.58639320724681	134.09918359831175	1990	25.5	mg/kg		130	35.2	10.4			9.9	3	92.7	
